Город,Федеральный округ,lat,lng
Карачаевск,Северо-Кавказский,"43,773167","41,914313"
Теберда,Северо-Кавказский,"43,443841","41,741423"
Усть-Джегута,Северо-Кавказский,"44,083895","41,971042"
Черкесск,Северо-Кавказский,"44,226863","42,04677"
