Город,Федеральный округ,lat,lng
Болхов,Центральный,"53,443097","36,005087"
Дмитровск,Центральный,"52,505434","35,14151"
Ливны,Центральный,"52,426549","37,608041"
Малоархангельск,Центральный,"52,400974","36,502107"
Мценск,Центральный,"53,278939","36,575006"
Новосиль,Центральный,"52,974633","37,043756"
Орёл,Центральный,"52,970371","36,063837"
