Город,Федеральный округ,lat,lng
БахчисарайОспаривается,Южный,"44,754887","33,85214"
КерчьОспаривается,Южный,"45,356219","36,467378"
СтарыйКрымОспаривается,Южный,"52,585277","32,760346"
ЩёлкиноОспаривается,Южный,"45,428886","35,825065"
