Город,Федеральный округ,lat,lng
Волжск,Приволжский,"55,862267","48,372041"
Звенигово,Приволжский,"55,972312","48,01532"
Йошкар-Ола,Приволжский,"56,630842","47,886089"
Козьмодемьянск,Приволжский,"56,344167","46,568107"
