Город,Федеральный округ,lat,lng
Ак-Довурак,Сибирский,"51,178493","90,598474"
Кызыл,Сибирский,"51,719086","94,437757"
Туран,Сибирский,"52,144916","93,917309"
Чадан,Сибирский,"51,284472","91,578913"
Шагонар,Сибирский,"51,534705","92,919972"
