Город,Федеральный округ,lat,lng
Аргун,Северо-Кавказский,"56,694538","60,834315"
Грозный,Северо-Кавказский,"43,317776","45,694909"
Гудермес,Северо-Кавказский,"43,35188","46,103535"
Курчалой,Северо-Кавказский,"43,20463","46,088955"
Урус-Мартан,Северо-Кавказский,"43,127617","45,540614"
Шали,Северо-Кавказский,"43,1488","45,900991"
