Город,Федеральный округ,lat,lng
Алагир,Северо-Кавказский,"43,041711","44,219875"
Ардон,Северо-Кавказский,"43,175598","44,295621"
Беслан,Северо-Кавказский,"43,19376","44,533792"
Владикавказ,Северо-Кавказский,"43,02115","44,68196"
Дигора,Северо-Кавказский,"43,156732","44,155035"
Моздок,Северо-Кавказский,"43,735413","44,653878"
