Город,Федеральный округ,lat,lng
Губкинский,Уральский,"51,18651","37,380687"
Лабытнанги,Уральский,"66,660595","66,383963"
Муравленко,Уральский,"63,795285","74,494448"
Надым,Уральский,"65,535924","72,531341"
НовыйУренгой,Уральский,"47,757738","39,93643"
Ноябрьск,Уральский,"63,201801","75,450938"
Салехард,Уральский,"66,529844","66,614399"
Тарко-Сале,Уральский,"64,911819","77,761055"
