Город,Федеральный округ,lat,lng
Заводоуковск,Уральский,"56,508808","66,539174"
Ишим,Уральский,"56,11055","69,479639"
Тобольск,Уральский,"58,201698","68,253762"
Тюмень,Уральский,"57,153033","65,534328"
Ялуторовск,Уральский,"56,654689","66,312206"
