Город,Федеральный округ,lat,lng
Алексеевка,Центральный,"50,629961","38,688095"
Белгород,Центральный,"50,59566","36,587223"
Бирюч,Центральный,"50,648389","38,400553"
Валуйки,Центральный,"50,211194","38,099914"
Грайворон,Центральный,"50,486223","35,666351"
Губкин,Центральный,"51,283644","37,534748"
Короча,Центральный,"50,811036","37,194942"
НовыйОскол,Центральный,"47,757738","39,93643"
СтарыйОскол,Центральный,"52,585277","32,760346"
Шебекино,Центральный,"50,400498","36,887916"
