Город,Федеральный округ,lat,lng
Бабушкин,Сибирский,"51,715833","105,864363"
Гусиноозёрск,Сибирский,"51,285526","106,529323"
Закаменск,Сибирский,"50,372602","103,286764"
Кяхта,Сибирский,"50,355214","106,449903"
Северобайкальск,Сибирский,"55,635996","109,335597"
Улан-Удэ,Сибирский,"51,834464","107,584574"
